DetId,x,y,z,dx,dy
256,0.6337,-21.1032,-220.007,-0.707192,-0.707022
257,-0.4411,-21.0138,-220.011,0.7071,-0.707114
258,0.68227,-21.0547,-220.016,-0.707081,-0.707132
259,-0.49829,-20.9564,-220.02,0.706876,-0.707338
1000,0.51389,56.0124,203.357,-0.707107,0.707107
1001,-0.51389,56.0124,203.361,0.707107,0.707107
1002,0.51389,56.0124,203.366,-0.707107,0.707107
1003,-0.51389,56.0124,203.37,0.707107,0.707107
1004,0.51389,56.0124,203.375,-0.707107,0.707107
1005,-0.51389,56.0124,203.379,0.707107,0.707107
1006,0.51389,56.0124,203.384,-0.707107,0.707107
1007,-0.51389,56.0124,203.388,0.707107,0.707107
1008,0.51389,56.0124,203.393,-0.707107,0.707107
1009,-0.51389,56.0124,203.397,0.707107,0.707107
1010,-0.51389,-56.0594,203.357,0.707107,-0.707107
1011,0.51389,-56.0594,203.361,-0.707107,-0.707107
1012,-0.51389,-56.0594,203.366,0.707107,-0.707107
1013,0.51389,-56.0594,203.37,-0.707107,-0.707107
1014,-0.51389,-56.0594,203.375,0.707107,-0.707107
1015,0.51389,-56.0594,203.379,-0.707107,-0.707107
1016,-0.51389,-56.0594,203.384,0.707107,-0.707107
1017,0.51389,-56.0594,203.388,-0.707107,-0.707107
1018,-0.51389,-56.0594,203.393,0.707107,-0.707107
1019,0.51389,-56.0594,203.397,-0.707107,-0.707107
1020,57.1294,-0.51389,203.807,0.707107,0.707107
1021,57.1294,0.51389,203.811,0.707107,-0.707107
1022,57.1294,-0.51389,203.816,0.707107,0.707107
1023,57.1294,0.51389,203.82,0.707107,-0.707107
1024,57.1294,-0.51389,203.825,0.707107,0.707107
1025,57.1294,0.51389,203.829,0.707107,-0.707107
1026,57.1294,-0.51389,203.834,0.707107,0.707107
1027,57.1294,0.51389,203.838,0.707107,-0.707107
1028,57.1294,-0.51389,203.843,0.707107,0.707107
1029,57.1294,0.51389,203.847,0.707107,-0.707107
1030,21.9534,2.93823,212.53,0.604927,0.796281
1031,21.9572,3.95639,212.534,0.796305,-0.604895
1032,21.9896,2.98585,212.539,0.604782,0.796391
1033,21.9121,3.99062,212.543,0.796266,-0.604947
1034,22.0062,3.00775,212.548,0.604528,0.796584
1035,21.8658,4.02573,212.552,0.796529,-0.604601
1036,22.0222,3.02889,212.557,0.603895,0.797064
1037,21.8141,4.06495,212.561,0.796729,-0.604337
1038,22.0651,3.08562,212.566,0.604152,0.796869
1039,21.7759,4.09371,212.57,0.79736,-0.603504
1040,-2.38302,20.0837,212.98,-0.798345,0.602201
1041,-3.39958,19.9828,212.984,0.602229,0.798323
1042,-2.41392,20.107,212.989,-0.798084,0.602546
1043,-3.40644,19.9737,212.993,0.602042,0.798465
1044,-2.40177,20.0979,212.998,-0.798165,0.602439
1045,-3.4214,19.9538,213.002,0.602299,0.798271
1046,-2.39857,20.0954,213.007,-0.798681,0.601754
1047,-3.42406,19.9503,213.011,0.601511,0.798865
1048,-2.41483,20.1077,213.016,-0.799148,0.601134
1049,-3.4497,19.9162,213.02,0.601993,0.798501
1050,2.71717,-20.1545,212.98,0.798549,-0.601929
1051,3.73715,-19.9896,212.984,-0.601374,-0.798968
1052,2.73211,-20.1657,212.989,0.798534,-0.60195
1053,3.75075,-19.9716,212.993,-0.602382,-0.798208
1054,2.72283,-20.1588,212.998,0.798582,-0.601885
1055,3.74451,-19.9798,213.002,-0.601914,-0.798561
1056,2.69918,-20.141,213.007,0.798843,-0.60154
1057,3.71732,-20.0159,213.011,-0.601609,-0.798791
1058,2.67062,-20.1195,213.016,0.798647,-0.601799
1059,3.67955,-20.0661,213.02,-0.601824,-0.798629
1200,1.04723,22.1333,214.608,-0.720555,0.693398
1201,0.18936,22.0764,214.612,0.69269,0.721235
1202,1.11379,22.0692,214.617,-0.720847,0.693095
1203,0.16255,22.0484,214.621,0.692772,0.721157
1204,1.15935,22.0255,214.626,-0.721086,0.692846
1205,0.14059,22.0256,214.63,0.693051,0.720888
1206,1.22693,21.9606,214.635,-0.7211,0.692831
1207,0.0920901,21.9751,214.639,0.693529,0.720429
1208,1.26659,21.9226,214.644,-0.721193,0.692734
1209,0.0963201,21.9794,214.648,0.692861,0.721071
1210,-0.65617,-20.5668,214.608,0.705948,-0.708263
1211,0.48869,-20.545,214.612,-0.708008,-0.706205
1212,-0.64405,-20.579,214.617,0.706096,-0.708116
1213,0.45152,-20.5821,214.621,-0.707851,-0.706362
1214,-0.59904,-20.6241,214.626,0.707286,-0.706927
1215,0.4353,-20.5984,214.63,-0.708504,-0.705707
1216,-0.58179,-20.6414,214.635,0.705831,-0.708381
1217,0.36871,-20.6649,214.639,-0.707274,-0.70694
1218,-0.56217,-20.661,214.644,0.706264,-0.707948
1219,0.3515,-20.682,214.648,-0.707999,-0.706213
1220,21.8144,0.61954,215.058,0.710356,0.703842
1221,21.8377,1.56685,215.062,0.703555,-0.71064
1222,21.8114,0.6166,215.067,0.710342,0.703857
1223,21.8321,1.57253,215.071,0.703942,-0.710258
1224,21.7833,0.58876,215.076,0.710842,0.703352
1225,21.7804,1.62468,215.08,0.703413,-0.710781
1226,21.7668,0.57231,215.085,0.710518,0.703679
1227,21.7498,1.65557,215.089,0.703604,-0.710593
1228,21.7537,0.5594,215.094,0.710613,0.703583
1229,21.7296,1.67587,215.098,0.703798,-0.7104
1230,21.0777,-0.47641,219.53,0.710277,0.703923
1231,21.1282,0.49482,219.534,0.704369,-0.709834
1232,21.0927,-0.46142,219.539,0.709969,0.704233
1233,21.0912,0.53207,219.543,0.703703,-0.710494
1234,21.0905,-0.4637,219.548,0.710252,0.703947
1235,21.0698,0.55364,219.552,0.704242,-0.70996
1236,21.0717,-0.48226,219.557,0.710001,0.7042
1237,21.0452,0.57838,219.561,0.704151,-0.710051
1238,21.0417,-0.51213,219.566,0.70959,0.704615
1239,21.0413,0.58225,219.57,0.704453,-0.709751
1240,-0.0744701,21.0178,219.98,-0.70628,0.707933
1241,-1.0618,20.9916,219.984,0.708034,0.706178
1242,-0.0561901,20.9996,219.989,-0.705809,0.708402
1243,-1.05472,20.9986,219.993,0.707853,0.70636
1244,-0.0468601,20.9902,219.998,-0.706924,0.70729
1245,-1.05223,21.0012,220.002,0.707233,0.70698
1246,-0.0188701,20.9622,220.007,-0.706871,0.707343
1247,-1.09074,20.9626,220.011,0.70746,0.706754
1248,-0.00924015,20.9526,220.016,-0.707437,0.706776
1249,-1.08518,20.9682,220.02,0.707166,0.707047
1250,-1.26257,-21.2069,219.98,0.707503,-0.70671
1251,-0.15822,-21.2177,219.984,-0.706455,-0.707758
1252,-1.24223,-21.2273,219.989,0.70796,-0.706253
1253,-0.17661,-21.2362,219.993,-0.706289,-0.707924
1254,-1.19779,-21.2715,219.998,0.708342,-0.705869
1255,-0.18327,-21.2428,220.002,-0.705958,-0.708254
1256,-1.20398,-21.2653,220.007,0.708695,-0.705515
1257,-0.21384,-21.2736,220.011,-0.705348,-0.708861
1258,-1.1874,-21.2818,220.016,0.709347,-0.70486
1259,-0.22319,-21.283,220.02,-0.705158,-0.70905
